,stepNo,text,useStove,leavable,duration,start,end
0,0.0,つくね:鶏ひき肉250g,False,False,0.0,4.0,4.5
1,1.0,つくね,False,False,0.0,5.0,5.0
2,2.0,つくね玉ねぎ1/4個(みじん切り),False,False,0.0,5.5,6.5
3,3.0,つくね,False,False,0.0,7.0,7.0
4,4.0,つくね小さじ1/3,False,False,0.0,7.5,8.5
5,5.0,つくね,False,False,0.0,9.0,9.0
6,6.0,つくねおろししょうが小さじ1,False,False,0.0,9.5,10.5
7,7.0,つくね,False,False,0.0,11.0,11.0
8,8.0,つくね粘りが出るまで混ぜる,False,False,0.0,11.5,14.0
9,9.0,つくね,False,False,0.0,14.5,15.0
10,10.0,つくねスプーンで一口大に丸める,False,False,0.0,15.5,20.0
11,11.0,ん大さじ2,False,False,0.0,20.5,20.5
12,12.0,みりん大さじ2,False,False,0.0,21.0,22.0
13,13.0,塩,False,False,0.0,22.5,24.0
14,14.0,ょうゆさじ,False,False,0.0,24.5,26.0
15,15.0,おろしにんにく,False,False,0.0,27.0,28.0
16,16.0,おろししょうが小さじ1,False,False,0.0,29.0,30.0
17,17.0,ごま油大さじ1,False,False,0.0,31.0,32.5
18,18.0,G00cC,False,False,0.0,33.0,33.0
19,19.0,600mlcups1000,False,False,0.0,33.5,34.5
20,20.0,沸騰させる,False,False,0.0,35.0,37.0
21,21.0,つくねを入れて弱火で熱す,False,False,0.0,37.5,37.5
22,22.0,くねを入れて弱火で熱する,False,False,0.0,38.0,39.0
23,23.0,火が通るまで煮てアクを取る,False,False,0.0,40.0,40.0
24,24.0,キやべッ1/8個(-ロ,False,False,0.0,42.5,44.5
25,25.0,油揚げ1枚(1cm幅,False,False,0.0,45.0,47.0
26,26.0,1/2袋(4cm幅),False,False,0.0,48.0,49.5
27,27.0,にんじん1/2本(5mm幅斜め切り,False,False,0.0,50.5,52.0
28,28.0,んなりするまで,False,False,0.0,53.0,54.0
29,29.0,しんなりするまで煮て完成!,False,False,0.0,54.5,55.0
