,stepNo,text,useStove,leavable,duration,start,end
0,0.0,さつまいも1/2本(150g),False,False,0.0,3.5,4.5
1,1.0,食べやすい大きさに切る,False,False,0.0,5.0,6.5
2,2.0,水にさらす,False,False,0.0,7.5,9.0
3,3.0,水気を切る,False,False,0.0,10.0,11.0
4,4.0,食パン2枚(6枚切り),False,False,0.0,12.0,13.5
5,5.0,食べやすい大きさに切る,False,False,0.0,14.5,16.0
6,6.0,さっ!いも巻入れる,False,False,0.0,17.0,18.0
7,7.0,ふんわりとラップをする,False,False,0.0,19.0,20.5
8,8.0,600Wのレンジで5分,False,False,5.0,21.5,22.5
9,9.0,ラップをとる,False,False,0.0,23.5,24.5
10,10.0,砂大さじ1,False,False,0.0,26.0,26.0
11,11.0,砂糖さじ1,False,False,0.0,26.5,27.0
12,12.0,パター95,False,False,0.0,28.0,29.5
13,13.0,レモン汁小さじ1,False,False,0.0,30.0,31.5
14,14.0,混ぜる,False,False,0.0,32.5,33.0
15,15.0,比昆混,False,False,0.0,34.5,34.5
16,16.0,混ぜる,False,False,0.0,35.0,35.5
17,17.0,卵2個,False,False,0.0,37.0,37.5
18,18.0,卵,False,False,0.0,38.0,38.0
19,19.0,牛乳300cc,False,False,0.0,39.0,40.0
20,20.0,300cc,False,False,0.0,40.5,40.5
21,21.0,ll天さじ2,False,False,0.0,42.5,42.5
22,22.0,糖大さじ2,False,False,0.0,43.0,43.0
23,23.0,大さじ2,False,False,0.0,43.5,44.0
24,24.0,混ぜる比,False,False,0.0,44.5,44.5
25,25.0,混ぜる,False,False,0.0,45.0,47.0
26,26.0,食,False,False,0.0,48.0,50.0
27,27.0,さつまいもを加える,False,False,0.0,51.0,53.0
28,28.0,混ぜる,False,False,0.0,54.0,54.0
29,29.0,混ぜるIT,False,False,0.0,54.5,54.5
30,30.0,混ぜる,False,False,0.0,55.0,56.5
31,31.0,混ぜる比,False,False,0.0,57.0,57.0
32,32.0,味が馴染むまでおく,False,False,0.0,58.0,59.0
33,33.0,バター(分量7459E入れる,False,False,0.0,60.0,60.0
34,34.0,バター(鄧:5g)を入れる,False,False,0.0,60.5,60.5
35,35.0,バター(分)を入れる,False,False,0.0,61.0,66.0
36,36.0,具材を流し入れる,False,False,0.0,66.5,66.5
37,37.0,流し入れる,False,False,0.0,67.0,67.5
38,38.0,20g0,False,False,0.0,68.5,69.0
39,39.0,20g,False,False,0.0,69.5,69.5
40,40.0,トースターで焼き色がつくまで15分,False,False,15.0,72.0,73.0
