,stepNo,text,useStove,leavable,duration,start,end
0,0.0,きゅうり1/4本(細め),False,False,0.0,4.0,5.0
1,1.0,薄く輪切りにする,False,False,0.0,6.0,8.5
2,2.0,柴漬け10g,False,False,0.0,9.5,11.0
3,3.0,粗みじん切りにする,False,False,0.0,12.0,14.0
4,4.0,大,False,False,0.0,15.0,15.0
5,5.0,砂糖大さじ1/2,False,False,0.0,15.5,15.5
6,6.0,砂糖大1/2,False,False,0.0,16.0,16.5
7,7.0,酢さじ1,False,False,0.0,17.5,18.0
8,8.0,酢大さじ1,False,False,0.0,18.5,19.0
9,9.0,塩小さじ,False,False,0.0,20.0,21.5
10,10.0,混ぜる,False,False,0.0,25.0,25.0
11,11.0,白ごはんお茶碗2,False,False,0.0,25.5,28.0
12,12.0,柴漬けを加える,False,False,0.0,29.0,30.5
13,13.0,白いりごま大さじ1/2,False,False,0.0,31.5,33.0
14,14.0,混ぜ合わせる,False,False,0.0,34.0,36.0
15,15.0,8等分にする,False,False,0.0,36.5,39.0
16,16.0,ラップにのせる,False,False,0.0,39.5,41.0
17,17.0,丸める,False,False,0.0,41.5,42.5
18,18.0,きゅうりをのせる,False,False,0.0,43.5,45.0
19,19.0,丸く形をととのえて完成!,False,False,0.0,45.5,48.5
