,stepNo,text,useStove,leavable,duration,start,end
0,0.0,フランスパン14本,False,False,0.0,4.0,5.0
1,1.0,食べやすい大きさに切る,False,False,0.0,6.0,7.0
2,2.0,ブロッコリー1/4本,False,False,0.0,8.5,9.5
3,3.0,食べやすい大きさに切る,False,False,0.0,11.0,11.5
4,4.0,1かぷ1個,False,False,0.0,13.0,14.0
5,5.0,1食べやすい大きさに切る,False,False,0.0,15.0,16.0
6,6.0,ブロッコリーを入れる,False,False,0.0,17.5,19.0
7,7.0,ソーセージ4本,False,False,0.0,20.0,20.5
8,8.0,かぶを加える,False,False,0.0,21.5,22.5
9,9.0,'·ふんわりとラップをする,False,False,0.0,24.0,24.5
10,10.0,600Wのレンジで2分,False,False,2.0,25.0,26.0
11,11.0,ピザ用チーズ150g,False,False,0.0,27.0,28.0
12,12.0,片栗粉大さじ1,False,False,0.0,29.0,29.5
13,13.0,混ぜる,False,False,0.0,31.0,31.5
14,14.0,カットトマト缶1/2缸200g),False,False,0.0,33.0,34.5
15,15.0,牛乳80cc,False,False,0.0,35.0,36.5
16,16.0,コンソメ小さじ1,False,False,0.0,37.5,39.0
17,17.0,チーズを加える,False,False,0.0,40.0,41.0
18,18.0,塩こしょう少々,False,False,0.0,42.0,43.5
19,19.0,混ぜながら中火で加熱しチーズを溶かして完成!,False,False,0.0,44.5,47.0
