,stepNo,text,useStove,leavable,duration,start,end
0,0.0,濃厚な味わい》デミ缶,False,False,0.0,3.5,3.5
1,1.0,玉ねぎ1/2個,False,False,0.0,4.0,5.0
2,2.0,薄切りにする,False,False,0.0,5.5,8.0
3,3.0,しめじ\/2パック,False,False,0.0,10.5,11.0
4,4.0,根元を切る,False,False,0.0,13.0,15.0
5,5.0,手でほぐす,False,False,0.0,15.5,18.5
6,6.0,サラダ油大さじ1/2,False,False,0.0,21.5,23.0
7,7.0,色が変わるま,False,False,0.0,26.5,29.0
8,8.0,玉ねぎを加え,False,False,0.0,29.5,31.0
9,9.0,しめじを加える,False,False,0.0,32.0,33.5
10,10.0,しんなりする,False,False,0.0,34.0,36.0
11,11.0,酒大さじ1IL,False,False,0.0,37.0,38.0
12,12.0,150cc,False,False,0.0,38.5,40.0
13,13.0,立ったらふたをし次で5分煮る,False,False,5.0,41.0,43.5
14,14.0,ふたを取る,False,False,0.0,44.5,45.5
15,15.0,うどんを加える,False,False,0.0,46.5,48.5
16,16.0,ふたをして2分煮る,False,False,2.0,49.5,50.5
17,17.0,デミグラス缶1缶(290g),False,False,0.0,53.0,56.0
18,18.0,ケチャップ大さじ1,False,False,0.0,56.5,58.0
19,19.0,ウスターソース大さじ1,False,False,0.0,59.0,60.5
20,20.0,塩こしょう少,False,False,0.0,61.5,64.5
21,21.0,混ぜる,False,False,0.0,65.0,67.0
22,22.0,ふたをする,False,False,0.0,68.0,69.0
23,23.0,弱火で3分煮込んで完成!,False,False,3.0,70.0,72.0
