,stepNo,text,useStove,leavable,duration,start,end
0,0.0,にんじん1/2本,False,False,0.0,3.5,4.5
1,1.0,縦半分に切り薄切りにする,False,False,0.0,5.0,11.0
2,2.0,白菜2枚,False,False,0.0,11.5,13.0
3,3.0,食べやすい大きさに切る,False,False,0.0,14.0,17.5
4,4.0,汁を切る,False,False,0.0,20.0,20.0
5,5.0,600cc,False,False,0.0,21.5,21.5
6,6.0,mi1000600dc500,False,False,0.0,22.0,22.5
7,7.0,600cc,False,False,0.0,23.0,24.0
8,8.0,和風顆粒だ小さじ2,False,False,0.0,24.5,25.0
9,9.0,にんじんを入れて5分ほど煮る,False,False,5.0,26.0,28.0
10,10.0,わらかくなったらバ缶、白菜を加える,False,False,0.0,28.5,33.5
11,11.0,みそ大さじ3,False,False,0.0,36.0,37.0
12,12.0,溶かす,False,False,0.0,37.5,39.5
13,13.0,10沸騰する手前で火を止めたら完成!,False,False,0.0,40.0,42.0
