,stepNo,text,useStove,leavable,duration,start,end
0,0.0,スモークサーモン6枚,False,False,0.0,4.0,4.5
1,1.0,みじん切りにする,False,False,0.0,5.0,6.5
2,2.0,玉ねぎ1/4個,False,False,0.0,7.5,8.0
3,3.0,みじん切りにする,False,False,0.0,8.5,10.5
4,4.0,5分ほど水にさらして水気を切る,False,False,5.0,11.5,12.5
5,5.0,アボカド1/2個,False,False,0.0,13.5,14.0
6,6.0,皮をむく,False,False,0.0,14.5,16.0
7,7.0,薄切りにする,False,False,0.0,17.0,18.5
8,8.0,レモン汁小さじ1/2,False,False,0.0,19.5,21.0
9,9.0,フランスパン10cm,False,False,0.0,22.0,23.0
10,10.0,1cm幅の斜め切りにする,False,False,0.0,23.5,25.0
11,11.0,トースターで表面がカリッとするまで焼く,False,False,0.0,27.5,28.5
12,12.0,タルタルソースボウルに.スモークサーモンを入れる,False,False,0.0,29.5,30.5
13,13.0,タルタリソース粒マスタード小さじ,False,False,0.0,40.5,41.5
14,14.0,タルタルソース,False,False,0.0,42.0,42.0
15,15.0,パンにアボカドを並べる,False,False,0.0,45.0,46.0
16,16.0,タルタルソースをかけて完成!,False,False,0.0,47.0,48.0
