,stepNo,text,useStove,leavable,duration,start,end
0,0.0,5枚ほど皮をむく,False,False,0.0,5.0,6.5
1,1.0,Lu5枚ほど皮をむく,False,False,0.0,7.0,7.5
2,2.0,千切りにする,False,False,0.0,8.5,10.0
3,3.0,半分に切る,False,False,0.0,11.5,12.5
4,4.0,果汁(大さじ2おておく)る,False,False,0.0,13.5,16.5
5,5.0,根元を切り落とす,False,False,0.0,19.5,20.5
6,6.0,手でさく,False,False,0.0,21.5,24.0
7,7.0,舟に湯をわか,False,False,0.0,25.5,25.5
8,8.0,鍋に湯をわかす,True,True,0.0,26.0,26.5
9,9.0,スパゲティ200g,False,False,0.0,28.0,29.0
10,10.0,表示時間通りゆでる,False,False,0.0,29.5,31.0
11,11.0,水気を切る,False,False,0.0,32.0,33.5
12,12.0,オリー大さじ2,False,False,0.0,34.5,34.5
13,13.0,オリーブオイル大さじ2,False,False,0.0,35.0,35.0
14,14.0,豚150,False,False,0.0,36.5,36.5
15,15.0,150g,False,False,0.0,37.0,37.0
16,16.0,豚こま150g,False,False,0.0,37.5,37.5
17,17.0,150g,False,False,0.0,38.0,38.0
18,18.0,しめじを入れる,False,False,0.0,38.5,38.5
19,19.0,しめ,False,False,0.0,39.0,39.0
20,20.0,しめじを入れる,False,False,0.0,39.5,39.5
21,21.0,れる,False,False,0.0,40.0,40.0
22,22.0,中ベめる,False,False,0.0,41.5,42.0
23,23.0,中火で,False,False,0.0,42.5,42.5
24,24.0,の色が変わったらスパゲティを加える,False,False,0.0,43.5,43.5
25,25.0,肉の色が変わったらパゲティを加える,False,False,0.0,44.0,44.0
26,26.0,さも2(3倍濃縮),False,False,0.0,48.5,50.0
27,27.0,ゆず果汁さ62,False,False,0.0,51.0,51.0
28,28.0,す果汁さじ2,False,False,0.0,51.5,51.5
29,29.0,ゆず果汁,False,False,0.0,52.0,52.0
30,30.0,ゆず果氵,False,False,0.0,52.5,52.5
31,31.0,こしょう,False,False,0.0,56.0,56.0
32,32.0,塩こしょう少,False,False,0.0,57.0,57.0
33,33.0,少々,False,False,0.0,57.5,57.5
34,34.0,味を調える,False,False,0.0,58.5,58.5
35,35.0,味E調える,False,False,0.0,59.5,59.5
36,36.0,味を調える,False,False,0.0,60.0,60.0
