,stepNo,text,useStove,leavable,duration,start,end
0,0.0,フランスパン1/3本(5mm厚に切ったもの),False,False,0.0,4.0,5.0
1,1.0,トースターで焼き色がつくまで,False,False,0.0,6.5,7.5
2,2.0,キウイ1個,False,False,0.0,8.5,9.5
3,3.0,輪切りにする,False,False,0.0,10.0,11.5
4,4.0,クリーチーズ50g,False,False,0.0,14.0,15.0
5,5.0,砂大さじ1/2,False,False,0.0,15.5,17.0
6,6.0,しっかりと混ぜる,False,False,0.0,17.5,20.5
7,7.0,生クリーム200cc,False,False,0.0,21.5,23.0
8,8.0,柔らかいツノが立つまで混ぜる,False,False,0.0,24.0,27.5
9,9.0,パンにクリームをぬる,False,False,0.0,28.5,29.5
10,10.0,キウイをのせる,False,False,0.0,30.5,33.0
11,11.0,ミックスベリーをのせて完成!,False,False,0.0,33.5,36.5
