,stepNo,text,useStove,leavable,duration,start,end
0,0.0,さつまいも1/2本(200g),False,False,0.0,4.0,5.0
1,1.0,よく洗って千切りにする,False,False,0.0,6.0,8.5
2,2.0,水にさらす,False,False,0.0,10.0,11.0
3,3.0,水気を切る,False,False,0.0,12.5,13.5
4,4.0,ツチンペーパーでよく水気を拭きとる,False,False,0.0,14.5,14.5
5,5.0,キッチンペーパーでよく水気を拭きとる,False,False,0.0,15.0,15.5
6,6.0,片栗/大さじ2,False,False,0.0,18.0,19.5
7,7.0,混ぜる,False,False,0.0,24.0,26.0
8,8.0,生地左れて丸く広げる,False,False,0.0,30.0,30.5
9,9.0,生地を入れて丸く広げる,False,False,0.0,31.0,31.0
10,10.0,生地をdi不犹く広げる,False,False,0.0,31.5,31.5
11,11.0,たをして弱火で熱する,False,False,0.0,33.0,33.0
12,12.0,ふたをして弱火で熱する,False,False,0.0,33.5,33.5
13,13.0,たをして弱火で熱する,False,False,0.0,34.0,34.0
14,14.0,5分焼く,False,False,5.0,35.5,36.0
15,15.0,無塩パタ20g,False,False,0.0,41.5,42.0
16,16.0,無塩パター20g,False,False,0.0,42.5,42.5
17,17.0,弱火で3分焼く,False,False,3.0,43.5,44.5
18,18.0,火から下ろしてそのまま10分冷ます,False,False,10.0,45.5,47.0
