,stepNo,text,useStove,leavable,duration,start,end
0,0.0,ザーサイ40g,False,False,0.0,3.5,4.0
1,1.0,粗みじん切りにする,False,False,0.0,5.0,9.0
2,2.0,ねぎ12本,False,False,0.0,11.5,12.0
3,3.0,1cm幅に切る,False,False,0.0,13.0,15.5
4,4.0,豚ひき肉100g,False,False,0.0,18.0,19.0
5,5.0,酒大さじ1IL,False,False,0.0,20.0,21.5
6,6.0,塩小さじ,False,False,0.0,22.5,24.0
7,7.0,しょうゆ大さじ1,False,False,0.0,25.0,26.5
8,8.0,おろししょうが小さじ1,False,False,0.0,27.5,29.5
9,9.0,よく混ぜる,False,False,0.0,30.5,33.0
10,10.0,0米2合(洗米済み|,False,False,0.0,35.5,35.5
11,11.0,2合(洗米済み),False,False,0.0,36.0,38.5
12,12.0,2合分の水を入れ,False,False,0.0,39.5,39.5
13,13.0,2恰分の水を入,False,False,0.0,40.0,40.0
14,14.0,2台分の水を入れる,False,False,0.0,41.0,42.0
15,15.0,具材を入れる,False,False,0.0,43.0,45.5
16,16.0,混ぜる,False,False,0.0,46.5,49.0
17,17.0,通常炊飯する,False,False,0.0,50.0,52.0
18,18.0,A警告!やけどのおそれぁ6に手をふnない故障のおそれありふきんをかけてしなー通常炊飯する1H炊飯予約1-2,False,False,0.0,52.5,52.5
19,19.0,通常炊飯すIH炊飯予約,False,False,0.0,53.0,53.0
20,20.0,IH炊飯,False,False,0.0,53.5,55.0
21,21.0,混ぜ合わせる,False,False,0.0,55.5,57.0
