,stepNo,text,useStove,leavable,duration,start,end
0,0.0,に水(分量外)を入れるr.,False,False,0.0,4.0,5.0
1,1.0,塩(分量外)を入れる,False,False,0.0,7.5,8.5
2,2.0,したら中火で12分加熱する,False,False,12.0,9.5,12.0
3,3.0,水にさらして殻をむく,False,False,0.0,12.5,14.0
4,4.0,浅く切り込みを入れる,False,False,0.0,15.0,16.5
5,5.0,白身と黄身を分ける,False,False,0.0,17.0,18.5
6,6.0,白身は粗く刻む,False,False,0.0,19.5,21.5
7,7.0,黄身はこし器でこす,False,False,0.0,22.5,25.5
8,8.0,ケール112袋,False,False,0.0,26.5,27.0
9,9.0,折りたたむ,False,False,0.0,28.0,30.0
10,10.0,2cm角に切る,False,False,0.0,31.0,33.0
11,11.0,ブロッコリ1/4株,False,False,0.0,34.0,35.0
12,12.0,食べやすい大きさに切る,False,False,0.0,36.0,38.5
13,13.0,ベーコン4枚,False,False,0.0,39.0,40.0
14,14.0,5mm幅に切る,False,False,0.0,41.0,42.5
15,15.0,ドレッシングマヨネーズ大さじ3,False,False,0.0,43.5,45.0
16,16.0,湯をわかす,False,False,0.0,58.0,59.0
17,17.0,ブロッコリを入れる,False,False,0.0,59.5,59.5
18,18.0,ロッコリーを入れる,False,False,0.0,60.5,61.0
19,19.0,冷水にさらして水気を切る,False,False,0.0,63.5,64.5
20,20.0,ベーコンを入,False,False,0.0,65.5,66.5
21,21.0,リカリになるま中火で炒める,False,False,0.0,67.5,69.5
22,22.0,器にケールを入れる,False,False,0.0,70.0,71.0
23,23.0,ブロッコリーとベーコンを加える,False,False,0.0,72.0,73.0
24,24.0,混ぜ合わせる,False,False,0.0,73.5,76.0
25,25.0,卵の白身と黄身をのせる,False,False,0.0,77.0,78.0
26,26.0,ドレッシングをかけて完成!,False,False,0.0,78.5,80.0
27,27.0,レッシングをかけて完成!,False,False,0.0,80.5,80.5
