,stepNo,text,useStove,leavable,duration,start,end
0,0.0,水菜,False,False,0.0,5.0,6.0
1,1.0,根元を切り落とす,False,False,0.0,6.5,7.5
2,2.0,4cm幅に切る,False,False,0.0,8.5,11.0
3,3.0,玉ねぎ1/4個,False,False,0.0,12.0,12.5
4,4.0,薄切りにする,False,False,0.0,13.5,16.0
5,5.0,水にさらす,False,False,0.0,16.5,18.0
6,6.0,水気を切る,False,False,0.0,19.0,20.5
7,7.0,レモン13個(国産),False,False,0.0,21.5,21.5
8,8.0,レモン1/3個(国産),False,False,0.0,22.0,22.0
9,9.0,半分に切る,False,False,0.0,23.0,25.0
10,10.0,いちょう切りにする,False,False,0.0,26.0,28.5
11,11.0,湯をわかす,False,False,0.0,29.5,31.0
12,12.0,豚しゃぶしゃぶ肉150g,False,False,0.0,32.0,34.0
13,13.0,弱火にして豚肉を1枚ずつ入れて火を通す,False,False,0.0,35.0,38.0
14,14.0,ドレッシング小さじ1/3,False,False,0.0,39.0,40.5
15,15.0,水菜を入れる,False,False,0.0,52.5,54.0
16,16.0,玉ねぎをのせる,False,False,0.0,55.0,56.0
17,17.0,豚肉をのせる,False,False,0.0,57.0,57.5
18,18.0,レモンをのせる,False,False,0.0,58.5,59.5
