,stepNo,text,useStove,leavable,duration,start,end
0,0.0,強力粉120,False,False,0.0,4.0,4.0
1,1.0,強粉20,False,False,0.0,4.5,5.5
2,2.0,10g(室温に戻す),False,False,0.0,6.5,7.5
3,3.0,砂糖大さじ1,False,False,0.0,8.5,11.0
4,4.0,小さじ2/3,False,False,0.0,11.5,12.5
5,5.0,70(40℃,False,False,0.0,13.5,15.5
6,6.0,混ぜる,False,False,0.0,16.5,17.5
7,7.0,I1混ぜる,False,False,0.0,18.0,18.5
8,8.0,生地をまとめる,False,False,0.0,24.0,26.5
9,9.0,表面がつるっとするまで10分程こねる,False,False,10.0,27.0,30.5
10,10.0,Aれる,False,False,0.0,31.0,31.0
11,11.0,生地を入れる,False,False,0.0,31.5,31.5
12,12.0,中火で30秒熱し火を止める,False,False,0.0,32.5,34.0
13,13.0,ふたをしたまま10分発酵させる,False,False,10.0,35.0,38.5
14,14.0,epicureah生地を取り出す,False,False,0.0,39.5,40.5
15,15.0,4等分にする,False,False,0.0,41.0,42.5
16,16.0,epicursn生地をのばす,False,False,0.0,43.5,46.0
17,17.0,RICHOあんこ100g(25g×4個),False,False,0.0,46.5,49.0
18,18.0,丸める,False,False,0.0,50.0,52.5
19,19.0,生地を入れる,False,False,0.0,57.5,58.0
20,20.0,焼き色がつくまで焼く,False,False,0.0,59.0,60.0
21,21.0,裏に返す,False,False,0.0,61.0,62.5
22,22.0,ヘラで抑えながら焼いて完成!,False,False,0.0,63.0,65.0
