,stepNo,text,useStove,leavable,duration,start,end
0,0.0,大和10cmt100g),False,False,0.0,3.5,4.0
1,1.0,すりおろす,False,False,0.0,4.5,5.0
2,2.0,す,False,False,0.0,5.5,5.5
3,3.0,1/2尾,False,False,0.0,8.0,9.5
4,4.0,1小さじ1,False,False,0.0,10.0,11.5
5,5.0,ふんわりとラップをする,False,False,0.0,12.5,13.5
6,6.0,600Wのレンジで,False,False,0.0,14.5,15.5
7,7.0,3cm幅に切る,False,False,0.0,16.5,17.0
8,8.0,243cm幅に切る,False,False,0.0,17.5,17.5
9,9.0,3cm幅に切る,False,False,0.0,18.0,18.0
10,10.0,めんつゆ50cc(2倍濃縮,False,False,0.0,19.5,21.0
11,11.0,200,False,False,0.0,22.0,23.0
12,12.0,沸かす,False,False,0.0,24.0,24.5
13,13.0,っとん1玉(冷凍),False,False,0.0,25.5,26.5
14,14.0,表記時間通りゆでる,False,False,0.0,27.5,29.0
15,15.0,器に盛る,False,False,0.0,30.0,31.5
16,16.0,大葉4枚(千切り),False,False,0.0,33.0,34.0
17,17.0,みょう1/2本(小口切,False,False,0.0,34.5,36.0
18,18.0,白いりごま適量,False,False,0.0,36.5,37.5
19,19.0,うなぎの蒲焼をの,False,False,0.0,41.0,41.5
20,20.0,わさび,False,False,0.0,42.5,43.0
21,21.0,刻みのり,False,False,0.0,44.0,45.0
