,stepNo,text,useStove,leavable,duration,start,end
0,0.0,米,False,False,0.0,4.0,4.0
1,1.0,2合,False,False,0.0,4.5,5.5
2,2.0,1合,False,False,0.0,8.0,8.0
3,3.0,混ぜる,False,False,0.0,9.0,10.0
4,4.0,る比,False,False,0.0,11.0,11.5
5,5.0,ボウルに入れる,False,False,0.0,14.5,14.5
6,6.0,洗う,False,False,0.0,15.0,15.0
7,7.0,水E切る,False,False,0.0,17.5,17.5
8,8.0,水気を切,False,False,0.0,19.0,19.0
9,9.0,80g,False,False,0.0,20.5,22.0
10,10.0,水の入ったボウルに入れる,False,False,0.0,24.5,24.5
11,11.0,水のつたボウルに入れる,False,False,0.0,25.0,25.0
12,12.0,洗う,False,False,0.0,26.0,26.5
13,13.0,水気を切る,False,False,0.0,27.0,28.0
14,14.0,0鍋に入れる,True,True,0.0,30.5,30.5
15,15.0,の中火で15分ゆ,False,False,15.0,35.5,37.0
16,16.0,火からおろす,False,False,0.0,37.5,38.5
17,17.0,226etcRc,False,False,0.0,39.5,39.5
18,18.0,ざるにあげる,False,False,0.0,40.0,40.0
19,19.0,るにあげ,False,False,0.0,40.5,41.5
20,20.0,るにあけ,False,False,0.0,42.0,42.0
21,21.0,水気を切る,False,False,0.0,45.0,45.0
22,22.0,ゆで汁(500cc)はとっておく,False,False,0.0,45.5,46.5
23,23.0,豆を鍋に戻し入れる,True,True,0.0,48.0,48.5
24,24.0,を鍋に戻し入れる,True,True,0.0,49.0,49.5
25,25.0,適量(分量外),False,False,0.0,51.0,52.0
26,26.0,が浸るまで入れる,False,False,0.0,52.5,56.5
27,27.0,水気を切る,False,False,0.0,57.0,57.5
28,28.0,米を入れる,False,False,0.0,58.5,60.0
29,29.0,を入れる,False,False,0.0,60.5,60.5
30,30.0,小豆を加える,False,False,0.0,61.5,63.5
31,31.0,ゆで汁(500cc)を加える,False,False,0.0,64.0,65.5
32,32.0,通常時間通り炊飯す,False,False,0.0,67.0,67.0
33,33.0,混ぜる,False,False,0.0,71.0,73.5
34,34.0,に盛り付けて完感!,False,False,0.0,74.5,75.5
