,stepNo,text,useStove,leavable,duration,start,end
0,0.0,三つ葉1束,False,False,0.0,4.0,5.0
1,1.0,3cm幅に切る,False,False,0.0,6.0,7.0
2,2.0,明太子,False,False,0.0,8.0,9.0
3,3.0,切れ目を入れて身を取り出す,False,False,0.0,10.5,11.5
4,4.0,そうめん3束(150g),False,False,0.0,13.0,14.0
5,5.0,表記時間通りゆでる,False,False,0.0,15.5,16.5
6,6.0,流水で洗い水気を切る,False,False,0.0,17.5,18.5
7,7.0,小さじ1/2,False,False,0.0,20.0,20.0
8,8.0,塩小さじ1/2,False,False,0.0,20.5,21.0
9,9.0,こしょう少々,False,False,0.0,22.5,23.5
10,10.0,鶏ガラスープの素小さじ1,False,False,0.0,24.5,25.5
11,11.0,おろししょうが小さじ1/2,False,False,0.0,26.5,27.5
12,12.0,600cc,False,False,0.0,28.5,30.0
13,13.0,三つ葉を入れる,False,False,0.0,31.5,32.5
14,14.0,ごま油小さじ2,False,False,0.0,34.0,35.0
15,15.0,混ぜる,False,False,0.0,36.5,38.0
16,16.0,器に盛って明太子をのせて完成!,False,False,0.0,39.5,40.0
