,stepNo,text,useStove,leavable,duration,start,end
0,0.0,明太子1本,False,False,0.0,4.5,5.5
1,1.0,切り込みを入れる,False,False,0.0,6.0,8.0
2,2.0,中身を取り出す,False,False,0.0,8.5,11.0
3,3.0,卵,False,False,0.0,15.0,15.0
4,4.0,卵1個,False,False,0.0,17.0,17.5
5,5.0,混ぜる,False,False,0.0,18.0,20.0
6,6.0,In混ぜる,False,False,0.0,20.5,20.5
7,7.0,8,False,False,0.0,21.0,21.0
8,8.0,牛乳80cC,False,False,0.0,21.5,21.5
9,9.0,サラダ油大さじ1,False,False,0.0,23.0,25.5
10,10.0,混ぜる,False,False,0.0,26.0,29.0
11,11.0,1明太子を加える,False,False,0.0,29.5,31.0
12,12.0,混ぜる,False,False,0.0,31.5,34.5
13,13.0,白玉粉100g,False,False,0.0,35.5,35.5
14,14.0,粉1009,False,False,0.0,36.0,36.0
15,15.0,粉100g,False,False,0.0,36.5,38.0
16,16.0,なめらかになるまで練る,False,False,0.0,38.5,40.0
17,17.0,ホミックス9,False,False,0.0,40.5,40.5
18,18.0,ホットケーキミックス80g/,False,False,0.0,41.0,42.0
19,19.0,混ぜる,False,False,0.0,42.5,44.5
20,20.0,1混ぜる,False,False,0.0,45.0,45.0
21,21.0,混ぜる,False,False,0.0,45.5,45.5
22,22.0,粉チーズ40g,False,False,0.0,46.0,46.0
23,23.0,チーズ40g,False,False,0.0,46.5,48.5
24,24.0,パセリ小さじ172(乾燥),False,False,0.0,49.0,50.5
25,25.0,混ぜて1分ほどこねる,False,False,1.0,51.0,52.5
26,26.0,混ぜて1允ぽどこねる,False,False,0.0,53.0,53.0
27,27.0,12等分を手にNる,False,False,0.0,53.5,55.0
28,28.0,丸くつぶす,False,False,0.0,56.5,58.5
29,29.0,プロセスチーズ121個),False,False,0.0,59.0,60.0
30,30.0,包んで丸める,False,False,0.0,60.5,61.5
31,31.0,クッキングシートをしいた天板に並べる,False,False,0.0,62.0,64.5
32,32.0,180℃に予熱したオープンで15分焼いて完成!,False,False,15.0,69.0,69.5
33,33.0,180cleFMしたオープンで159Mいて完成!,False,False,0.0,70.0,70.0
