,stepNo,text,useStove,leavable,duration,start,end
0,0.0,さつまいも1/4本(180g),False,False,0.0,5.5,6.5
1,1.0,皮をむく,False,False,0.0,7.0,10.5
2,2.0,一口大に切る,False,False,0.0,11.0,11.5
3,3.0,口大に切る,False,False,0.0,12.0,14.5
4,4.0,水にさらして水気を切る,False,False,0.0,15.0,16.0
5,5.0,耐熱容를に入れる,False,False,0.0,16.5,17.0
6,6.0,耐熱容器に入れる,False,False,0.0,17.5,17.5
7,7.0,耐熱器:入れる,False,False,0.0,18.0,18.0
8,8.0,るんわりとラップをす,False,False,0.0,18.5,19.0
9,9.0,んわりとラップをす,False,False,0.0,19.5,19.5
10,10.0,ふんわりとラッ,False,False,0.0,20.0,20.0
11,11.0,600Wの4,False,False,0.0,21.0,22.0
12,12.0,砂糖大さじ2,False,False,0.0,25.0,26.0
13,13.0,1.10g,False,False,0.0,26.5,27.5
14,14.0,熱いうちになめらかになるまで潰す,False,False,0.0,28.0,29.5
15,15.0,牛乳大さじ1,False,False,0.0,30.0,31.0
16,16.0,混ぜる,False,False,0.0,31.5,33.0
17,17.0,ラップをしく,False,False,0.0,34.5,37.0
18,18.0,2等分にして包む,False,False,0.0,37.5,39.0
19,19.0,形を整える,False,False,0.0,42.5,44.0
20,20.0,4枚(8枚切り),False,False,0.0,44.5,45.5
21,21.0,耳を切る,False,False,0.0,46.0,48.0
22,22.0,2枚を少し重ねて置く,False,False,0.0,48.5,49.5
23,23.0,麺棒でのばす,False,False,0.0,50.0,52.5
24,24.0,さつまいもをのせる,False,False,0.0,53.0,56.0
25,25.0,巻く,False,False,0.0,56.5,58.5
26,26.0,10g,False,False,0.0,60.5,65.0
27,27.0,中火で転がしながら全体に焼ぎ色をつける,False,False,0.0,65.5,66.0
28,28.0,キャラメルソースパター15g,False,False,0.0,74.0,78.5
29,29.0,ャラメルソース中心が茶色になったら混ぜ合わせて火を止め,False,False,0.0,79.5,79.5
30,30.0,さつまいもロールにかけて完成!,False,False,0.0,87.0,88.0
