,stepNo,text,useStove,leavable,duration,start,end
0,0.0,0-えのき1/2袋,False,False,0.0,4.0,4.5
1,1.0,根元を切り落とす,False,False,0.0,5.5,6.5
2,2.0,3cm幅に切,False,False,0.0,8.5,10.0
3,3.0,2切れ,False,False,0.0,11.0,12.5
4,4.0,ブリ2切れ,False,False,0.0,13.0,13.0
5,5.0,耐熱容器にえのきを加える,False,False,0.0,14.0,15.5
6,6.0,塩こしょう少々,False,False,0.0,16.5,16.5
7,7.0,酒大さじ1,False,False,0.0,20.0,20.0
8,8.0,大さじ1,False,False,0.0,20.5,20.5
9,9.0,1I大さじ1,False,False,0.0,21.0,21.0
10,10.0,大さじ1,False,False,0.0,21.5,21.5
11,11.0,20g,False,False,0.0,22.5,22.5
12,12.0,バタ20g,False,False,0.0,23.0,23.5
13,13.0,;盐20g,False,False,0.0,24.0,24.0
14,14.0,ふんわりとラップをずる,False,False,0.0,25.0,25.0
15,15.0,600Wの,False,False,0.0,28.0,28.0
16,16.0,器に盛る,False,False,0.0,29.5,32.0
17,17.0,汁をかける,False,False,0.0,32.5,35.0
18,18.0,細ねぎ少々(刻み),False,False,0.0,36.0,38.0
