,stepNo,text,useStove,leavable,duration,start,end
0,0.0,えのき12袋,False,False,0.0,6.0,6.5
1,1.0,I1根元を切り落とし2cm幅に切りほぐす,False,False,0.0,8.0,12.0
2,2.0,ベーコン枚4,False,False,0.0,13.5,14.0
3,3.0,1cm幅に切る,False,False,0.0,15.0,16.5
4,4.0,ミニトマト3個,False,False,0.0,18.0,19.0
5,5.0,みじん切りにする,False,False,0.0,20.0,22.0
6,6.0,4%,False,False,0.0,23.5,24.5
7,7.0,塗,False,False,0.0,27.0,27.0
8,8.0,塗る,False,False,0.0,27.5,28.0
9,9.0,トースターで焼き目が付くまで焼く,False,False,0.0,34.5,35.5
10,10.0,リーブオイ!小さじ1,False,False,0.0,36.5,36.5
11,11.0,えのきとベーコンを入れる,False,False,0.0,39.5,40.0
12,12.0,しんなりするまで中火で炒める,False,False,0.0,41.0,43.0
13,13.0,塩こしょう,False,False,0.0,44.5,45.5
14,14.0,炒め合わせる,False,False,0.0,47.0,48.5
15,15.0,ットにのせ,False,False,0.0,50.5,52.0
16,16.0,トマトとパセリをのせて完成!,False,False,0.0,54.5,55.5
17,17.0,トマとパセリをのて完成!,False,False,0.0,56.0,56.5
