,stepNo,text,useStove,leavable,duration,start,end
0,0.0,水菜1/2袋,False,False,0.0,3.5,4.5
1,1.0,食べやすい大きさに切る,False,False,0.0,5.5,7.0
2,2.0,白菜5枚,False,False,0.0,8.5,10.0
3,3.0,食べやすい大きさに切る,False,False,0.0,10.5,12.0
4,4.0,ねぎ\12本,False,False,0.0,13.5,14.5
5,5.0,半量は薄切りにする,False,False,0.0,15.5,17.5
6,6.0,残りは細かく刻む,False,False,0.0,19.0,22.0
7,7.0,フ1/3束,False,False,0.0,23.0,24.0
8,8.0,刻む,False,False,0.0,25.0,26.5
9,9.0,1/27(150g),False,False,0.0,28.0,29.0
10,10.0,食べやすい大きさに切る,False,False,0.0,30.0,32.5
11,11.0,しめじ1/2/1ソク,False,False,0.0,33.5,34.0
12,12.0,根元を切り落とす,False,False,0.0,36.0,38.0
13,13.0,ほぐす,False,False,0.0,39.5,41.5
14,14.0,豚ひき肉200g,False,False,0.0,43.0,44.5
15,15.0,ねぎとニラを加える,False,False,0.0,45.5,47.5
16,16.0,塩こょう迪,False,False,0.0,48.5,50.0
17,17.0,よく混ぜる,False,False,0.0,51.5,54.5
18,18.0,タネをスプーンですくう,False,False,0.0,56.0,57.0
19,19.0,餃子の皮20枚,False,False,0.0,58.0,59.0
20,20.0,1のせる,False,False,0.0,59.5,60.0
21,21.0,1水(分量外)適量,False,False,0.0,61.0,61.5
22,22.0,周りにつけて包む,False,False,0.0,62.0,67.0
23,23.0,しょうゆ大さじ2,False,False,0.0,68.5,70.5
24,24.0,和風顆粒だし小さじ1,False,False,0.0,72.0,73.5
25,25.0,600cc,False,False,0.0,74.5,76.0
26,26.0,混ぜて煮立たせる,False,False,0.0,77.0,79.5
27,27.0,水菜以外の具材を入れる,False,False,0.0,81.0,82.5
28,28.0,ふたをして中火で3~4分煮る,False,False,4.0,83.5,86.5
29,29.0,カレーし3かけ(60g),False,False,0.0,89.0,90.5
30,30.0,混ぜで溶かす,False,False,0.0,91.5,93.5
31,31.0,水菜を加えて煮立たせる,False,False,0.0,95.0,97.0
