,stepNo,text,useStove,leavable,duration,start,end
0,0.0,キャベツ3枚(150g),False,False,0.0,4.0,5.0
1,1.0,重ねて巻く,False,False,0.0,6.0,7.5
2,2.0,千切りにする,False,False,0.0,8.0,11.0
3,3.0,水にさらす,False,False,0.0,12.0,13.0
4,4.0,水気を切る,False,False,0.0,13.5,15.0
5,5.0,鶏皮TO0g,False,False,0.0,15.5,16.5
6,6.0,食べやすい大きさに切る,False,False,0.0,17.5,20.0
7,7.0,ビニール袋を用意する,False,False,0.0,21.0,22.0
8,8.0,酒小さじ2·,False,False,0.0,23.0,24.5
9,9.0,しょうゆ小さじ2,False,False,0.0,25.0,26.5
10,10.0,おろしにんにく小さじ72,False,False,0.0,27.5,28.5
11,11.0,鶏皮を加える,False,False,0.0,29.5,31.0
12,12.0,揉み込む,False,False,0.0,32.0,34.0
13,13.0,片栗粉大さじ2,False,False,0.0,35.0,36.0
14,14.0,さらに揉み込む,False,False,0.0,37.0,39.5
15,15.0,サラダ油(分量外)を1cmの高さまで入れる,False,False,0.0,40.0,41.5
16,16.0,中火で低い温度から0℃の温度で揚げる,False,False,0.0,42.0,43.5
17,17.0,み込んだ鶏皮を入れ,False,False,0.0,44.0,45.5
18,18.0,取り出す,False,False,0.0,46.5,47.0
19,19.0,たれポン酢大さじ2,False,False,0.0,48.0,49.5
20,20.0,たれ,False,False,0.0,50.0,50.0
21,21.0,たれマヨネーズ大さじ1,False,False,0.0,50.5,52.0
22,22.0,たれ,False,False,0.0,52.5,52.5
23,23.0,たれ七味唐辛子小さじ1/2,False,False,0.0,53.0,54.0
24,24.0,たれ,False,False,0.0,54.5,54.5
25,25.0,たれ混ぜる,False,False,0.0,55.0,57.5
26,26.0,キャベツを入れる,False,False,0.0,58.5,60.0
27,27.0,鶏皮をのせる,False,False,0.0,60.5,62.0
28,28.0,たれをかけて完成!,False,False,0.0,62.5,64.0
