,stepNo,text,useStove,leavable,duration,start,end
0,0.0,かぼちゃクリーム,False,False,0.0,3.5,3.5
1,1.0,裏ごしをする,False,False,0.0,31.5,34.5
2,2.0,クリームチーズ200g,False,False,0.0,35.0,37.0
3,3.0,砂糖80g,False,False,0.0,37.5,38.5
4,4.0,80g,False,False,0.0,39.0,39.5
5,5.0,混ぜる,False,False,0.0,40.5,42.5
6,6.0,1個ずつ加えてその都度混ぜる,False,False,0.0,47.0,49.0
7,7.0,犬さじ2,False,False,0.0,50.0,51.0
8,8.0,ふるる,False,False,0.0,52.0,52.0
9,9.0,ふるい入れる,False,False,0.0,53.5,53.5
10,10.0,生地かぼちゃクリームを加える,False,False,0.0,57.5,60.5
11,11.0,生地混ぜる,False,False,0.0,61.0,63.0
12,12.0,生地から大さじ2をとる,False,False,0.0,64.0,67.0
13,13.0,ココア生地純ココア小さじ1,False,False,0.0,68.0,69.5
14,14.0,クッキングシートを敷いた型に生地を流し入れる,False,False,0.0,73.0,75.5
15,15.0,ココア生地でクモの巣模様をかく,False,False,0.0,76.5,86.5
16,16.0,天板に置く,False,False,0.0,90.5,92.5
17,17.0,170℃に予熱した,False,False,0.0,95.0,95.0
