,stepNo,text,useStove,leavable,duration,start,end
0,0.0,しいたけ4個,False,False,0.0,4.0,5.0
1,1.0,みじん切りにする1,False,False,0.0,5.5,7.0
2,2.0,木綿豆腐1丁(300g),False,False,0.0,8.0,9.0
3,3.0,口大に切る,False,False,0.0,10.0,11.5
4,4.0,ilキッチンペーパーにのせる,False,False,0.0,13.0,14.5
5,5.0,ッせる,False,False,0.0,15.5,16.5
6,6.0,1600Wの,False,False,0.0,17.0,17.0
7,7.0,1水気を拭き取る,False,False,0.0,20.5,21.5
8,8.0,薄力粉適量1,False,False,0.0,22.0,23.0
9,9.0,1豆腐にまぶす,False,False,0.0,24.0,24.0
10,10.0,1.11豆腐にまぶす,False,False,0.0,24.5,25.5
11,11.0,ごま油大さじ1/2,False,False,0.0,27.0,28.5
12,12.0,熱して豆腐を入,False,False,0.0,29.5,31.0
13,13.0,表面に焼き色がうくIEI転がしながら中火,False,False,0.0,32.0,34.0
14,14.0,取り出す,False,False,0.0,35.5,36.5
15,15.0,軽く拭き,False,False,0.0,37.5,38.0
16,16.0,軽く拭き取る,False,False,0.0,38.5,39.0
17,17.0,あんかけ調味料ごま油大さじ1/2,False,False,0.0,40.0,41.5
18,18.0,あんかけ訓味料軽く煮立たせる,False,False,0.0,62.0,63.5
19,19.0,あんかけ調味料,False,False,0.0,64.0,64.0
20,20.0,あんかけ訓味料,False,False,0.0,66.5,67.0
