,stepNo,text,useStove,leavable,duration,start,end
0,0.0,ブロッコリー1/2株,False,False,0.0,4.0,5.0
1,1.0,小房に切り分ける,False,False,0.0,5.5,7.0
2,2.0,大さじ1(分量外),False,False,0.0,8.5,10.0
3,3.0,ふんわりとラップをする,False,False,0.0,10.5,10.5
4,4.0,01ふんわりとラップをする,False,False,0.0,11.0,11.0
5,5.0,ふんわりとラップをする,False,False,0.0,11.5,11.5
6,6.0,600Wの,False,False,0.0,12.0,12.0
7,7.0,レンジでの分600,False,False,0.0,12.5,13.5
8,8.0,じゃがいも2個(200g),False,False,0.0,14.5,15.5
9,9.0,食べやすい大きさに切る,False,False,0.0,16.0,17.5
10,10.0,水にさらして水気を切る,False,False,0.0,19.0,20.0
11,11.0,ふんわりとラップをす,False,False,0.0,21.0,22.0
12,12.0,600Wの,False,False,0.0,22.5,24.0
13,13.0,サラダ油大さじ1/2,False,False,0.0,25.0,26.0
14,14.0,ソーセージ4本(斜め半分に切る),False,False,0.0,26.5,28.0
15,15.0,焼き色がつくまで中火で炒める,False,False,0.0,29.0,30.5
16,16.0,切った具材を加える,False,False,0.0,31.5,33.0
17,17.0,さっと炒める,False,False,0.0,34.0,35.5
18,18.0,小さUT/2,False,False,0.0,36.0,37.0
19,19.0,うゆ小さじ2,False,False,0.0,38.0,39.0
20,20.0,粒マスダー大さじ1,False,False,0.0,40.0,41.5
21,21.0,炒め拾わせて完成!,False,False,0.0,42.0,42.0
22,22.0,炒め合わせて完成!,False,False,0.0,42.5,43.5
