,stepNo,text,useStove,leavable,duration,start,end
0,0.0,ッコリー1/2株,False,False,0.0,4.0,4.5
1,1.0,食べやすい大きさに切る,False,False,0.0,5.5,7.0
2,2.0,1ふんわりとラップをする,False,False,0.0,8.0,9.0
3,3.0,600Wのレンジで,False,False,0.0,10.0,11.0
4,4.0,ごぼう12本,False,False,0.0,12.0,13.0
5,5.0,斜めの薄切りにする,False,False,0.0,14.0,15.5
6,6.0,水に56す,False,False,0.0,16.5,16.5
7,7.0,永に5分さ6す,False,False,5.0,17.0,18.5
8,8.0,水,False,False,0.0,19.5,19.5
9,9.0,水気を切る,False,False,0.0,20.0,20.0
10,10.0,水る,False,False,0.0,20.5,20.5
11,11.0,水気を切る,False,False,0.0,21.5,21.5
12,12.0,ゆで卵2個,False,False,0.0,22.5,23.0
13,13.0,4等分に切る,False,False,0.0,24.0,25.0
14,14.0,ボウルにごぼうを入れる,False,False,0.0,26.0,27.5
15,15.0,薄力粉大さじ1,False,False,0.0,28.5,30.0
16,16.0,まふ,False,False,0.0,31.0,31.0
17,17.0,まぶす,False,False,0.0,31.5,32.0
18,18.0,170℃の高さ1cm油に入れる,False,False,0.0,33.5,34.5
19,19.0,分揚げ焼きにする,False,False,0.0,36.0,37.5
20,20.0,取り出す,False,False,0.0,38.5,40.0
21,21.0,ソースマヨネーズ大さじ2,False,False,0.0,41.5,43.0
22,22.0,ス,False,False,0.0,43.5,43.5
23,23.0,ソースしょうゆ小さじ1,False,False,0.0,44.0,45.0
24,24.0,ソース,False,False,0.0,45.5,45.5
25,25.0,ソース粒マスタード小さじ1/2,False,False,0.0,46.0,47.5
26,26.0,ソース,False,False,0.0,48.0,48.0
27,27.0,ソース混ぜ合わせる,False,False,0.0,48.5,50.5
28,28.0,レタス4枚,False,False,0.0,51.5,52.5
29,29.0,手でちぎってのせる,False,False,0.0,53.5,54.5
30,30.0,ブロッコリーをのせる,False,False,0.0,55.0,57.0
31,31.0,ゆで卵をのせる,False,False,0.0,58.0,59.0
32,32.0,ごぼうをのせる,False,False,0.0,60.0,61.0
33,33.0,ソースをかける,False,False,0.0,62.0,63.5
