,stepNo,text,useStove,leavable,duration,start,end
0,0.0,えび6尾(殻付き),False,False,0.0,4.0,5.0
1,1.0,尾に近い1節を残して殻をむく,False,False,0.0,6.0,10.0
2,2.0,背わたを取る,False,False,0.0,11.5,14.5
3,3.0,腹側を浅く切り込みを入れて伸ばすL5,False,False,0.0,17.0,20.0
4,4.0,尾の先を包丁の背でしごく,False,False,0.0,21.5,23.0
5,5.0,キャベツ2枚,False,False,0.0,24.5,25.5
6,6.0,千切りにする,False,False,0.0,26.5,28.0
7,7.0,レモン1/4個,False,False,0.0,29.5,30.5
8,8.0,くし切りにする,False,False,0.0,32.0,33.5
9,9.0,玉ねぎ1/4個,False,False,0.0,35.0,35.5
10,10.0,みじん切りにする,False,False,0.0,37.0,38.5
11,11.0,タルタルソースゆで卵1個,False,False,0.0,40.0,41.0
12,12.0,タレタルソースフォークでつぶす,False,False,0.0,42.5,43.0
13,13.0,タルタルソース玉ねぎを入れる,False,False,0.0,43.5,44.5
14,14.0,タレタルソース1,False,False,0.0,45.0,45.0
15,15.0,タルタルソース糖小さじ1,False,False,0.0,45.5,48.0
16,16.0,タレタルソースマヨズ,False,False,0.0,52.0,53.0
17,17.0,タルタルソース混ぜる,False,False,0.0,54.5,55.5
18,18.0,力粉適量,False,False,0.0,57.0,57.0
19,19.0,薄力粉韮,False,False,0.0,57.5,58.5
20,20.0,卵1個,False,False,0.0,60.0,60.5
21,21.0,混ぜる,False,False,0.0,62.0,63.5
22,22.0,適量,False,False,0.0,67.0,70.5
23,23.0,サラダ油深さ2cm程度,False,False,0.0,71.5,72.5
24,24.0,ZO℃に熱して殻を入れる,False,False,0.0,73.5,74.0
25,25.0,170℃に熱してえびを入れる,False,False,0.0,74.5,74.5
26,26.0,火が通るで3分程揚げ,False,False,3.0,76.0,76.0
27,27.0,火が通るまで3分程揚げる,False,False,3.0,76.5,78.0
