,stepNo,text,useStove,leavable,duration,start,end
0,0.0,口大に切る,False,False,0.0,5.5,7.0
1,1.0,水にさらす,False,False,0.0,7.5,9.0
2,2.0,水を切る,False,False,0.0,10.0,11.0
3,3.0,玉ねぎ1/2個,False,False,0.0,11.5,12.5
4,4.0,一口大に切る,False,False,0.0,13.0,13.0
5,5.0,ロ大に切る,False,False,0.0,13.5,15.0
6,6.0,ブロッコリー1/2株,False,False,0.0,16.0,17.0
7,7.0,小房に分ける,False,False,0.0,18.0,19.0
8,8.0,00cc,False,False,0.0,32.0,32.5
9,9.0,Occ,False,False,0.0,33.0,37.0
10,10.0,らかくなるまで弱火で10分煮る,False,False,10.0,37.5,37.5
11,11.0,cups,False,False,0.0,45.0,45.5
12,12.0,C),False,False,0.0,46.0,46.0
13,13.0,る,False,False,0.0,50.0,50.0
14,14.0,37たせる,False,False,0.0,50.5,50.5
15,15.0,煮立たせる,False,False,0.0,51.0,51.0
16,16.0,たせる,False,False,0.0,51.5,51.5
17,17.0,0g(砂抜き済み),False,False,0.0,53.0,54.0
18,18.0,ーを加える,False,False,0.0,55.5,57.5
19,19.0,ふたをする,False,False,0.0,58.0,58.0
20,20.0,ぶたをする,False,False,0.0,58.5,59.5
21,21.0,e2e,False,False,0.0,62.5,62.5
