,stepNo,text,useStove,leavable,duration,start,end
0,0.0,サラダ油小さじ2),False,False,0.0,5.0,5.0
1,1.0,豚バラ薄切り100g,False,False,0.0,6.0,6.5
2,2.0,焼き色がつくまで中火で炒める,False,False,0.0,7.5,7.5
3,3.0,おろしにんにく小さじ1,False,False,0.0,9.5,12.5
4,4.0,しょうゆ大さじ1,False,False,0.0,13.5,14.5
5,5.0,小さじ1,False,False,0.0,15.5,15.5
6,6.0,こしょう,False,False,0.0,17.5,19.0
7,7.0,鶏ガラスープの素小さじ1,False,False,0.0,19.5,20.5
8,8.0,牛乳大さじ2,False,False,0.0,21.5,23.0
9,9.0,600cc,False,False,0.0,23.5,23.5
10,10.0,立たせる,False,False,0.0,25.5,27.0
11,11.0,シーフードミックス100g(解凍済),False,False,0.0,27.5,28.0
12,12.0,ミックス凍済,False,False,0.0,28.5,28.5
13,13.0,シーフードミックス100g(解凍済),False,False,0.0,29.0,29.0
14,14.0,アクを取る,False,False,0.0,30.0,31.5
15,15.0,キャベツ,False,False,0.0,32.5,33.0
16,16.0,ャベツ/8個(一口大),False,False,0.0,33.5,33.5
17,17.0,もやし2,False,False,0.0,35.0,37.0
18,18.0,にんじん1/3都斜め薄切り,False,False,0.0,40.5,42.0
19,19.0,ふたをしで分ほど煮て完成,False,False,0.0,43.0,44.0
