,stepNo,text,useStove,leavable,duration,start,end
0,0.0,きのこ400g(しめじしいたけエリンギ),False,False,0.0,3.5,5.0
1,1.0,半量は食べやすい大きさに細かくさく,False,False,0.0,6.0,10.5
2,2.0,袋に入れて1~2時間冷凍する,False,False,0.0,11.5,17.5
3,3.0,2合,False,False,0.0,18.0,19.5
4,4.0,40分浸水させ水気を切る,False,False,40.0,20.5,21.5
5,5.0,鍋に入れる,True,True,0.0,23.0,24.0
6,6.0,250cc(かつおと昆布),False,False,0.0,25.0,27.0
7,7.0,しょうゆ大さじ1,False,False,0.0,28.0,29.5
8,8.0,酒IL大さじ1,False,False,0.0,30.5,32.5
9,9.0,混ぜ合わせ,False,False,0.0,35.5,38.0
10,10.0,冷凍したきのこをのせる,False,False,0.0,39.0,40.0
11,11.0,炊飯する,False,False,0.0,41.0,41.0
12,12.0,豚バラ薄切り3~4枚,False,False,0.0,43.0,44.0
13,13.0,バラ薄切り3-4枚,False,False,0.0,45.5,45.5
14,14.0,少々,False,False,0.0,46.0,46.0
15,15.0,塩少,False,False,0.0,46.5,48.0
16,16.0,アルミホイルでふたをする,False,False,0.0,49.0,51.0
17,17.0,プレスしながら両面をガサカ1リに焼く,False,False,0.0,51.5,52.0
18,18.0,レスしながら両面をカリカリに焼く,False,False,0.0,52.5,53.5
19,19.0,"焼きあが,たら取り出す",False,False,0.0,55.0,55.0
20,20.0,焼きあがったら取り出す,False,False,0.0,55.5,57.5
21,21.0,きのこ(半量)のしいたけとエリンギは薄切りにする,False,False,0.0,58.0,63.0
22,22.0,しめじは小房に分ける,False,False,0.0,64.0,67.0
23,23.0,豚肉を焼いたフライパンの油を少し拭き取る,True,False,0.0,68.0,69.0
24,24.0,肉を焼いたフライパンの油を少し拭き取る,True,False,0.0,69.5,70.0
25,25.0,肉を焼しパン油を少Oliver取る,False,False,0.0,70.5,70.5
26,26.0,きのこを加える,False,False,0.0,71.0,72.5
27,27.0,さっと炒める,False,False,0.0,73.5,74.0
28,28.0,強火で加さっと炒める,False,False,0.0,74.5,76.0
29,29.0,しょうゆ,False,False,0.0,78.5,78.5
30,30.0,炊き上がったご飯にのせる,False,False,0.0,79.5,81.5
31,31.0,豚肉を小さくしながら散らす,False,False,0.0,82.5,85.0
32,32.0,"蓋をして10%,蒸らす",False,False,0.0,86.0,86.0
33,33.0,細ねぎとすだちをのせて完成!,False,False,0.0,89.5,91.0
