,stepNo,text,useStove,leavable,duration,start,end
0,0.0,さつまいも1/2本(250g),False,False,0.0,4.0,5.0
1,1.0,1cm幅の輪切りにする,False,False,0.0,5.5,9.0
2,2.0,皮をむく,False,False,0.0,9.5,14.5
3,3.0,4等分に切る,False,False,0.0,15.0,17.5
4,4.0,水にさらす,False,False,0.0,19.5,21.0
5,5.0,水気を切る,False,False,0.0,21.5,22.0
6,6.0,耐熱容器に入れる,False,False,0.0,22.5,24.0
7,7.0,ふんわりとラップをする,False,False,0.0,24.5,24.5
8,8.0,1ふんわりとラップをする,False,False,0.0,25.0,25.0
9,9.0,ふんわりとラップをする,False,False,0.0,25.5,26.0
10,10.0,600Wのレンジで,False,False,0.0,26.5,28.0
11,11.0,20g,False,False,0.0,30.5,31.0
12,12.0,大さじ2,False,False,0.0,31.5,34.5
13,13.0,さつまいもが温かいうちにつぶしながら混ぜるi比,False,False,0.0,35.0,37.0
14,14.0,春巻きの皮3枚,False,False,0.0,39.0,40.5
15,15.0,4,False,False,0.0,41.0,43.5
16,16.0,1卵黄1個,False,False,0.0,45.5,47.0
17,17.0,混ぜる,False,False,0.0,47.5,49.5
18,18.0,春巻きの皮をしく,False,False,0.0,51.5,53.0
19,19.0,さつまいもをのせる,False,False,0.0,53.5,55.0
20,20.0,巻く,False,False,0.0,55.5,57.5
21,21.0,水溶き薄力粉薄力粉大さじ1が大さじ1,False,False,0.0,58.0,59.5
22,22.0,巻き終わりにぬる,False,False,0.0,60.0,61.5
23,23.0,とめる,False,False,0.0,62.0,65.0
24,24.0,クッキングシートをしいた天板にのせる,False,False,0.0,69.5,72.0
25,25.0,卵黄谷薄くぬる,False,False,0.0,72.5,75.0
26,26.0,黒いりごま適量,False,False,0.0,75.5,77.5
27,27.0,180℃に予熱したオーブンで10分~15分焼き色がつくまで焼く,False,False,10.0,79.0,80.0
