,stepNo,text,useStove,leavable,duration,start,end
0,0.0,ねぎ1本,False,False,0.0,3.5,5.0
1,1.0,斜めの千切りにする,False,False,0.0,5.5,7.5
2,2.0,みそマヨみそ大さじ1,False,False,0.0,8.5,9.5
3,3.0,みそマヨ,False,False,0.0,10.0,10.0
4,4.0,みそマヨ1マヨネーズ大さじ2,False,False,0.0,10.5,11.5
5,5.0,みそマヨ一味唐辛子小さじ1/3/,False,False,0.0,12.5,13.5
6,6.0,みそマヨ,False,False,0.0,14.0,14.0
7,7.0,みそマヨ混ぜる,False,False,0.0,14.5,16.0
8,8.0,混ぜる,False,False,0.0,16.5,16.5
9,9.0,餃子の皮,False,False,0.0,18.5,24.0
10,10.0,マヨをぬる,False,False,0.0,24.5,29.5
11,11.0,しピザ用チースOg,False,False,0.0,30.0,31.5
12,12.0,オーブントースターで,False,False,0.0,34.0,35.5
13,13.0,に焼きをがついたら完成!,False,False,0.0,36.5,38.0
