,stepNo,text,useStove,leavable,duration,start,end
0,0.0,小松菜100g,False,False,0.0,4.0,5.0
1,1.0,食べやすい大きさに切る,False,False,0.0,6.0,8.5
2,2.0,ソーセージ2本,False,False,0.0,9.0,10.5
3,3.0,輪切りにする,False,False,0.0,11.0,12.5
4,4.0,プロセスチーズ2個,False,False,0.0,13.5,14.5
5,5.0,角切りにする,False,False,0.0,15.5,19.5
6,6.0,ミキサーに小松菜を入れる,False,False,0.0,20.0,22.0
7,7.0,卵1個1,False,False,0.0,23.0,23.0
8,8.0,卵1個,False,False,0.0,23.5,25.0
9,9.0,牛乳100cc,False,False,0.0,26.0,28.5
10,10.0,砂糖大さじ1,False,False,0.0,29.5,31.5
11,11.0,サラダ油大さじ1,False,False,0.0,32.5,34.5
12,12.0,滑らかになるまで撹拌する,False,False,0.0,35.5,35.5
13,13.0,滑らか撹拌する,False,False,0.0,36.0,36.0
14,14.0,滑らかになるまで撹拌する,False,False,0.0,36.5,38.5
15,15.0,ボウルに入扣る,False,False,0.0,39.5,42.0
16,16.0,ホットケーキミンクス50,False,False,0.0,43.0,43.5
17,17.0,瀛ぜる,False,False,0.0,46.0,49.0
18,18.0,ソーセージをカ阮る,False,False,0.0,50.0,52.5
19,19.0,プロセスチーズを加える,False,False,0.0,53.0,54.5
20,20.0,混ぜる,False,False,0.0,56.0,58.0
21,21.0,カップの7分目まで入れる,False,False,7.0,59.0,62.5
22,22.0,カップを並べる,False,False,0.0,63.0,65.0
23,23.0,2cmの高さまで水を入れ,False,False,0.0,66.0,68.5
24,24.0,ふたをして中火で12か蒸す,False,False,0.0,69.5,74.5
