,stepNo,text,useStove,leavable,duration,start,end
0,0.0,のき,False,False,0.0,4.0,4.0
1,1.0,えのき1袋,False,False,0.0,4.5,5.0
2,2.0,根元を切り落とす,False,False,0.0,6.0,7.5
3,3.0,半分に切るIt,False,False,0.0,9.0,10.5
4,4.0,玉ねぎ1/4個,False,False,0.0,14.0,14.5
5,5.0,薄切りにする,False,False,0.0,15.5,17.0
6,6.0,りおろす,False,False,0.0,21.5,22.0
7,7.0,豚ロース(薄切り)150g,False,False,0.0,25.0,25.5
8,8.0,食べやすい大きさに切る,False,False,0.0,26.5,28.0
9,9.0,マヨネーズ大さじ2,False,False,0.0,31.5,33.0
10,10.0,しょうがを加える,False,False,0.0,34.5,35.5
11,11.0,中火で熱する,False,False,0.0,36.5,37.5
12,12.0,豚肉を加える,False,False,0.0,39.0,39.5
13,13.0,肉の色が変わるまで炒める,False,False,0.0,41.0,42.0
14,14.0,のきを加える,False,False,0.0,44.0,44.0
15,15.0,えのきを加える,False,False,0.0,44.5,44.5
16,16.0,えのきをカロえる,False,False,0.0,45.0,45.0
17,17.0,中火で96る,False,False,0.0,48.5,50.0
18,18.0,酒大さじ1,False,False,0.0,51.5,52.5
19,19.0,大さじ1,False,False,0.0,54.0,55.5
20,20.0,しょうゆ大さじ1,False,False,0.0,57.0,58.0
21,21.0,大さじ1,False,False,0.0,59.5,60.0
22,22.0,1分ほど炒める,False,False,1.0,61.5,63.0
23,23.0,ねぎをちらして完成!,False,False,0.0,64.5,65.0
24,24.0,細ねぎをちらして完成!,False,False,0.0,65.5,65.5
