,stepNo,text,useStove,leavable,duration,start,end
0,0.0,カ1/4個,False,False,0.0,3.5,4.5
1,1.0,細切りにする,False,False,0.0,5.0,8.0
2,2.0,アスパラ2本,False,False,0.0,9.0,9.5
3,3.0,根元から半分程まで皮をむく,False,False,0.0,10.5,14.0
4,4.0,3等分に切る,False,False,0.0,14.5,17.5
5,5.0,耐熱容器に入れる,False,False,0.0,18.5,19.0
6,6.0,ふん书りとラップをする,False,False,0.0,20.0,21.5
7,7.0,600Wのレンジで30秒,False,False,0.0,22.0,23.5
8,8.0,粗熱を取る,False,False,0.0,24.5,25.0
9,9.0,牛もも8枚(200g),False,False,0.0,26.0,27.5
10,10.0,·塩こしょう少々,False,False,0.0,28.5,31.0
11,11.0,パプリカとアスパラをのせる,False,False,0.0,35.5,36.0
12,12.0,ヤングコーン2本(水煮),False,False,0.0,36.5,37.5
13,13.0,手前から巻く,False,False,0.0,38.5,41.5
14,14.0,牛肉を再度2枚並べる,False,False,0.0,42.5,44.0
15,15.0,こしょう少,False,False,0.0,45.0,47.0
16,16.0,薄力粉大さじ1,False,False,0.0,48.0,50.0
17,17.0,に巻いた肉をのせる,False,False,0.0,51.0,51.5
18,18.0,手前から巻く,False,False,0.0,52.5,56.0
19,19.0,"同様にもう,一つ作る",False,False,0.0,56.5,57.5
20,20.0,サラダ油小さじ2,False,False,0.0,58.5,60.5
21,21.0,巻き終わりを下にして入れる,False,False,0.0,61.0,62.0
22,22.0,中火で転がして焼き色をつける,False,False,0.0,63.0,66.0
23,23.0,酒大さじ1IL,False,False,0.0,67.0,69.0
24,24.0,ふたをする,False,False,0.0,70.0,70.5
25,25.0,弱火で2分程蒸し焼きにする,False,False,2.0,71.0,72.5
26,26.0,マッシュポテトじゃがいも1個(150g),False,False,0.0,73.5,74.0
27,27.0,マッシュボテパタ10g,False,False,0.0,90.5,92.5
28,28.0,マッシュポテト·牛乳大さじ1,False,False,0.0,93.0,95.5
