,stepNo,text,useStove,leavable,duration,start,end
0,0.0,ごぼう/4本,False,False,0.0,3.5,4.0
1,1.0,ささがきにする,False,False,0.0,5.5,9.0
2,2.0,水にさらして水気を切る,False,False,0.0,9.5,11.0
3,3.0,ベーコン2枚,False,False,0.0,13.0,13.5
4,4.0,-1cm幅に切る,False,False,0.0,15.0,17.5
5,5.0,卵1個,False,False,0.0,20.0,21.0
6,6.0,混ぜる,False,False,0.0,22.5,25.0
7,7.0,バター10g,False,False,0.0,26.0,26.5
8,8.0,ごぼうを入れる,False,False,0.0,28.0,29.5
9,9.0,ベーコンを加える,False,False,0.0,31.0,32.0
10,10.0,ごぼうが柔らか,False,False,0.0,33.0,33.5
11,11.0,塩こしょう少々,False,False,0.0,35.0,35.0
12,12.0,塩こ少々,False,False,0.0,36.5,37.0
13,13.0,うどん(冷凍)1玉,False,False,0.0,41.5,42.0
14,14.0,|600Wのレンジで,False,False,0.0,44.5,45.5
15,15.0,クリー20g,False,False,0.0,47.0,48.0
16,16.0,酒粕15g,False,False,0.0,50.0,51.0
17,17.0,ふんわりとラップをする,False,False,0.0,52.5,53.5
18,18.0,600Wのレンジで!30秒,False,False,0.0,54.5,55.5
19,19.0,混ぜる,False,False,0.0,58.5,59.5
20,20.0,ぜ,False,False,0.0,60.0,60.0
21,21.0,溶いた卵を加える,False,False,0.0,61.0,63.0
22,22.0,しょうゆ小さじ2,False,False,0.0,64.0,65.0
23,23.0,和風顆粒だし小さじ1/2,False,False,0.0,66.5,67.5
24,24.0,更に混ぜ,False,False,0.0,68.5,68.5
25,25.0,更に混ぜる,False,False,0.0,69.0,70.5
26,26.0,うどん,False,False,0.0,72.0,72.0
27,27.0,うどんを加,False,False,0.0,72.5,72.5
28,28.0,あえる,False,False,0.0,74.0,76.0
29,29.0,2~3分おく,False,False,3.0,77.0,78.0
