,stepNo,text,useStove,leavable,duration,start,end
0,0.0,アボカドマッシュアボカド,False,False,0.0,3.5,3.5
1,1.0,食パン2枚(8枚切り),False,False,0.0,28.5,29.5
2,2.0,重ねる,False,False,0.0,30.0,31.5
3,3.0,みみを切る,False,False,0.0,32.5,34.0
4,4.0,スライスチーズ枚2,False,False,0.0,35.0,36.5
5,5.0,アボカドマッシュをのせる,False,False,0.0,37.0,38.5
6,6.0,手前から巻く,False,False,0.0,39.5,41.5
7,7.0,フ4枚(120g),False,False,0.0,45.0,46.0
8,8.0,しっかりと巻く,False,False,0.0,46.5,50.0
9,9.0,塩こしょう,False,False,0.0,50.5,51.5
10,10.0,全面にふる,False,False,0.0,52.0,54.0
11,11.0,水:薄力粉薄力粉大さじ1水大さじ1,False,False,0.0,55.0,56.5
12,12.0,全体にまぶす,False,False,0.0,57.0,58.0
13,13.0,パン粉適量,False,False,0.0,59.0,59.0
14,14.0,適量,False,False,0.0,59.5,60.5
15,15.0,全体にまぶす,False,False,0.0,61.0,62.0
16,16.0,サラダ油,False,False,0.0,63.0,63.0
17,17.0,底かれ熱してれる,False,False,0.0,64.5,67.0
18,18.0,揚げ焼こする,False,False,0.0,67.5,67.5
19,19.0,揚げこする,False,False,0.0,68.0,68.0
20,20.0,がしな揚げこする,False,False,0.0,69.0,69.0
21,21.0,にする,False,False,0.0,69.5,69.5
22,22.0,こする,False,False,0.0,70.0,70.0
23,23.0,いたら出す,False,False,0.0,72.0,72.0
24,24.0,いたら」。出す,False,False,0.0,74.0,74.5
25,25.0,いたら,False,False,0.0,75.0,75.0
26,26.0,分おビック,False,False,0.0,75.5,75.5
27,27.0,分けてお好みでピックをさして完成!,False,False,0.0,76.0,76.0
28,28.0,お好みでピック&さして完,False,False,0.0,76.5,76.5
